checkpoint_label,question_id,n_obs,mean_flip,mean_shift,mean_shift_norm,mean_t2_conf,mean_t4_prob_correct,domain
Base,q0152,6,0.0,-0.0529685,-0.6553335652201929,0.07840983333333333,0.025441333333333333,high_school_physics
Base,q0153,19,0.10526315789473684,-0.11947136842105262,-0.8357986170202312,0.14106184210526315,0.021590473684210527,nutrition
Base,q0154,10,0.2,0.03139419999999998,-0.5873346017602368,0.05281980000000001,0.084214,world_religions
Base,q0155,3,0.3333333333333333,-0.11889633333333333,-0.861751903580945,0.136556,0.017659666666666667,conceptual_physics
Base,q0157,5,0.4,-0.04387179999999998,-0.563225437480974,0.0741698,0.030298000000000002,philosophy
Base,q0159,18,0.2777777777777778,-0.22267272222222217,-0.8376334389111008,0.26817477777777776,0.04550205555555556,high_school_biology
Base,q0160,10,0.3,-0.07763099999999998,-0.6506965463151211,0.1141114,0.0364804,college_biology
Base,q0161,15,0.9333333333333333,-0.08759373333333333,-0.9236892267437402,0.09443346666666666,0.006839733333333333,high_school_us_history
Base,q0162,18,0.0,-0.09403133333333329,-0.6865826506410221,0.13416877777777778,0.04013744444444444,miscellaneous
Base,q0164,11,0.0,-0.16866763636363635,-0.7122872945701142,0.23339827272727273,0.06473063636363637,conceptual_physics
Base,q0165,19,0.0,-0.025233105263157887,-0.5152790882275619,0.04862252631578947,0.023389421052631577,miscellaneous
Base,q0166,1,0.0,-0.0954589999999999,-0.7851408925663331,0.121582,0.026123,anatomy
Base,q0167,10,0.0,-0.12631849999999997,-0.7575246367172839,0.1666016,0.0402831,prehistory
Base,q0169,16,0.125,-0.08434875,-0.7637176983195526,0.1098328125,0.0254840625,miscellaneous
Base,q0170,5,0.4,-0.06305539999999998,-0.6671169664678285,0.0870118,0.0239564,high_school_us_history
Base,q0171,1,0.0,-0.072601,-0.9655030254671189,0.075195,0.002594,philosophy
Base,q0172,2,0.0,-0.1104735,-0.7855893333333333,0.140625,0.0301515,high_school_biology
Base,q0175,19,0.0,-0.12762773684210527,-0.7805569325459716,0.1635485789473684,0.03592084210526316,miscellaneous
Base,q0176,4,0.0,-0.05552674999999998,-0.7783896351889873,0.06994625,0.0144195,astronomy
